Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,Capital Gains
2015-01-02 00:00:00-05:00,22.913219299713532,23.0733387093385,22.841165030923047,22.969261169433594,2421600,0.0,0.0,0.0
2015-01-05 00:00:00-05:00,22.753093468356475,22.84916631508515,22.232702826726893,22.352792739868164,3434400,0.0,0.0,0.0
2015-01-06 00:00:00-05:00,22.344791743533364,22.344791743533364,21.896455250828843,22.024551391601562,1992700,0.0,0.0,0.0
2015-01-07 00:00:00-05:00,22.11262061807595,22.296758650851775,21.984522935463826,22.048572540283203,2172200,0.0,0.0,0.0
2015-01-08 00:00:00-05:00,22.20068602933539,22.43286126843109,22.20068602933539,22.320775985717773,1524800,0.0,0.0,0.0
2015-01-09 00:00:00-05:00,22.312765382766745,22.344788650013243,22.06457780823174,22.128625869750977,2828900,0.0,0.0,0.0
2015-01-12 00:00:00-05:00,21.952500937269324,21.98452421451549,21.64827293181055,21.776369094848633,2488700,0.0,0.0,0.0
2015-01-13 00:00:00-05:00,21.856422015950866,22.00053054133064,21.45612123524095,21.68029022216797,1601200,0.0,0.0,0.0
2015-01-14 00:00:00-05:00,21.472131383287085,21.552191836446266,21.14388489965795,21.544185638427734,3654800,0.0,0.0,0.0
2015-01-15 00:00:00-05:00,21.768355962338788,21.768355962338788,21.416090862638328,21.424097061157227,2980300,0.0,0.0,0.0
2015-01-16 00:00:00-05:00,21.304005486237582,21.848414727117966,21.304005486237582,21.82439613342285,2105000,0.0,0.0,0.0
2015-01-20 00:00:00-05:00,21.816390917678934,21.83240331419654,21.552192483243132,21.568204879760742,1626200,0.0,0.0,0.0
2015-01-21 00:00:00-05:00,21.63225746154785,21.768359806350617,21.488148916812396,21.63225746154785,2590700,0.0,0.0,0.0
2015-01-22 00:00:00-05:00,21.632253011716358,21.936480911445393,21.632253011716358,21.816390991210938,1732100,0.0,0.0,0.0
2015-01-23 00:00:00-05:00,21.80838373762611,21.96850464154132,21.784365143930994,21.82439613342285,1835700,0.0,0.0,0.0
2015-01-26 00:00:00-05:00,21.77636824604424,21.84842252582295,21.672289163240915,21.768362045288086,1180900,0.0,0.0,0.0
2015-01-27 00:00:00-05:00,21.64826700803974,21.968507328005295,21.64826700803974,21.928476333618164,2233300,0.0,0.0,0.0
2015-01-28 00:00:00-05:00,21.93648452974479,21.944490729351156,21.36005190132438,21.37606430053711,1797500,0.0,0.0,0.0
2015-01-29 00:00:00-05:00,21.376064016877415,21.448118285352113,20.967757004529595,21.279991149902344,2561800,0.0,0.0,0.0
2015-01-30 00:00:00-05:00,20.959749217338906,21.43210426288064,20.85567015874765,21.167905807495117,3414300,0.0,0.0,0.0
2015-02-02 00:00:00-05:00,21.336032199217623,21.77636399263954,21.336032199217623,21.72832679748535,1980300,0.0,0.0,0.0
2015-02-03 00:00:00-05:00,21.968506222190864,22.464878311395342,21.920469031344325,22.31276512145996,4998000,0.0,0.0,0.0
2015-02-04 00:00:00-05:00,22.072587580710458,22.152648052329155,21.800382893422775,21.896455764770508,2442400,0.0,0.0,0.0
2015-02-05 00:00:00-05:00,22.04056366895105,22.384821090980598,22.032557469318768,22.328779220581055,2715400,0.0,0.0,0.0
