Month,PortfolioWeights,MonthlyReturn,CumulativeReturn
2016-01,[0.       0.000032 0.       0.000003 0.000055 0.       0.999893 0.000017],0.012400839133566155,0.012400839133566155
2016-02,[0.000017 0.000096 0.       0.000085 0.000119 0.000017 0.999663 0.000003],0.008863823058586018,0.0213745810360102
2016-03,[0.98371  0.000018 0.000001 0.000354 0.000013 0.       0.015522 0.000382],0.12761651077405456,0.15171884126113766
2016-04,[0.       0.       0.       0.000001 0.000001 0.       0.       0.999998],0.09706515493548995,0.263510609030273
2016-05,[0.       0.000008 0.000002 0.000003 0.000012 0.       0.999975 0.      ],0.00013603696914810115,0.26368249318401205
2016-06,[0.000008 0.000098 0.000017 0.000009 0.000049 0.008912 0.976352 0.014554],0.019586255873997205,0.28843330183900484
2016-07,[0.       0.       0.000113 0.000059 0.000004 0.       0.999757 0.000067],0.005445799341341706,0.29544985106552235
2016-08,[0.999875 0.000001 0.       0.       0.000123 0.       0.       0.      ],0.008837876908469156,0.30689887739033406
2016-09,[0.31571  0.000053 0.000057 0.000091 0.000425 0.000071 0.683154 0.000439],0.008729546725680937,0.31830751220625286
2016-10,[0.140335 0.00175  0.000001 0.002461 0.004523 0.000196 0.457692 0.393041],-0.006153807717195314,0.3101949012640015
2016-11,[0.325787 0.000131 0.000134 0.000135 0.000365 0.673256 0.000186 0.000006],0.01547283824405099,0.3304673350394398
2016-12,[0.       0.000001 0.000002 0.000016 0.000008 0.000148 0.317549 0.682274],0.029045499498499883,0.36911142335209823
2017-01,[0.000002 0.000002 0.000046 0.000038 0.000242 0.000006 0.097349 0.902316],-0.004860404962856224,0.3624569873953345
2017-02,[0.000063 0.000043 0.000002 0.000018 0.001094 0.       0.000025 0.998755],-0.0018510058482790193,0.35993507154363713
2017-03,[0.       0.000133 0.       0.000001 0.000471 0.       0.999395 0.      ],-0.000537514569786679,0.3592040866287185
2017-04,[0.       0.000154 0.00001  0.000198 0.00017  0.000063 0.392293 0.607113],-0.012848933249558603,0.34173976404709894
2017-05,[0.914362 0.000009 0.000001 0.000021 0.000014 0.000005 0.08558  0.000008],0.026672191403350753,0.37752690384724974
2017-06,[0.999625 0.000001 0.       0.000095 0.000124 0.000001 0.000155 0.      ],0.009260224051413024,0.39028311161372464
2017-07,[0.       0.000009 0.000081 0.000186 0.000185 0.000065 0.120999 0.878473],0.03629568364439861,0.44074438760900647
2017-08,[0.       0.000014 0.       0.000095 0.       0.999891 0.       0.      ],0.0014987611318539873,0.4429037192980916
2017-09,[0. 0. 0. 0. 0. 0. 0. 1.],0.01986751097014161,0.4715706247701046
2017-10,[0.       0.000019 0.000039 0.000001 0.000001 0.       0.000008 0.999932],0.03961032061385672,0.529860009023182
2017-11,[0.078435 0.000069 0.       0.000017 0.000007 0.921463 0.000009 0.      ],0.027625863686411067,0.572123713091748
2017-12,[0.000001 0.000001 0.       0.       0.       0.       0.       0.999998],0.027846615316168943,0.6159020373596411
2018-01,[0.999771 0.000099 0.000024 0.000002 0.       0.000104 0.       0.      ],0.08297230042998227,0.7499771466688656
2018-02,[0.       0.       0.       0.       0.000004 0.       0.       0.999996],-0.0292394781073958,0.6988087282003983
2018-03,[0.       0.       0.       0.       0.001317 0.998683 0.       0.      ],-0.019654973544846466,0.6654186875898651
2018-04,[0.000217 0.000002 0.       0.000117 0.000017 0.000008 0.000001 0.999638],0.03413989280892826,0.7222759030661692
2018-05,[0.       0.000001 0.       0.000042 0.       0.999957 0.       0.      ],0.02721329872018119,0.7691447116948786
2018-06,[0.000144 0.000007 0.       0.000006 0.000001 0.964043 0.000004 0.035794],0.00611038837106026,0.7799548729679417
2018-07,[0.000032 0.000003 0.       0.000002 0.       0.       0.       0.999962],-0.024319142674901317,0.7366678964573485
