Month,MonthlyReturn,CumulativeReturn
2015-01,-0.02449517199823059,-0.02449517199823059
2015-02,0.05116094795568982,0.025412579737692065
2015-03,-0.016061822115836955,0.008942585286603855
2015-04,0.03053120583131408,0.03974681902996724
2015-05,-0.0018177603633771078,0.037856808474387105
2015-06,-0.01765256193967757,0.019535976878277017
2015-07,-0.012141166263726522,0.007157621071147036
2015-08,-0.05021276973294386,-0.043414552640478
2015-09,-0.028099392771401388,-0.07029402284523989
2015-10,0.06146333027497297,-0.013151197312760377
2015-11,-0.009097970799138433,-0.022129518902773593
2015-12,-0.025322920557905304,-0.04689205541151931
2016-01,-0.04208674368040788,-0.08700526517517504
2016-02,-0.009622509171969384,-0.09579056538498665
2016-03,0.06493362071144437,-0.03707697291398582
2016-04,0.01025410918367431,-0.02720305505877163
2016-05,0.010692445091905478,-0.016801477139414156
2016-06,0.00880079218332952,-0.00814855126476155
2016-07,0.027126525158821524,0.018756932013168415
2016-08,0.00585730801201545,0.024724105153345333
2016-09,0.01663635978326039,0.04177178404525583
2016-10,-0.009628258355541375,0.03174133616095487
2016-11,-0.0004842040928806357,0.031241762783191573
2016-12,0.015982461728300423,0.04772354478949903
2017-01,0.02508879562853439,0.07400966667992637
2017-02,0.021485453034962854,0.097085250932474
2017-03,0.007866129150796874,0.10571506520574325
2017-04,0.009255895582728213,0.11594944839353705
2017-05,0.018677569331324584,0.1367926715861607
2017-06,0.0005086893324324215,0.13737094589138388
2017-07,0.029212985398977098,0.1705969467269297
2017-08,0.00878790159243259,0.18088403749916804
2017-09,0.013422027802613146,0.19673389588214385
2017-10,0.031721947728609035,0.23469662597237195
2017-11,0.01400627314974634,0.2519901241728111
2017-12,0.014852899509163908,0.2705858076736154
2018-01,0.04734517128960403,0.3307419103760625
2018-02,-0.03146148424658224,0.28887479472649935
2018-03,-0.007261057436901308,0.27951620081301587
2018-04,0.0028105279371475334,0.2831123168414338
2018-05,0.011193733326745114,0.2974751339444188
2018-06,-0.01140734059759374,0.2826743931746063
2018-07,0.017413238449405455,0.3050099082359021
2018-08,0.008728943618068197,0.3164012661459137
2018-09,0.009998008003285097,0.3295626565403751
2018-10,-0.06777802430057511,0.23944752649624435
2018-11,-0.0014169105787011915,0.2376913401842069
2018-12,-0.05613926552980586,0.16820825739366452
2019-01,0.0696077507616586,0.24952460661203424
2019-02,0.021956469746892138,0.2769597558351087
2019-03,0.016063104112133963,0.29747169334009316
2019-04,0.026593417304932476,0.33197589952242357
2019-05,-0.053588005670238026,0.26059796746619557
2019-06,0.055738231357569834,0.33086146862570875
2019-07,0.0003647355170539601,0.33134688107159516
2019-08,-0.016978820257013583,0.3087421816781448
2019-09,0.021548782834557745,0.33694398273755244
2019-10,0.02663629889697061,0.37255522227025617
2019-11,0.018670974001169016,0.3981821651404329
2019-12,0.034232451178730416,0.4460453678475744
2020-01,-0.01837583736361803,0.4194730733475942
2020-02,-0.06070420602694393,0.3333050874534025
2020-03,-0.10772036311038602,0.18968097929599703
2020-04,0.0706628749631637,0.2737472575820443
2020-05,0.053190139752650856,0.34149805222238894
2020-06,0.03306341742341967,0.3858525622957223
2020-07,0.04056181902994305,0.44206526312974415
2020-08,0.05555992272958976,0.5221862977202583
2020-09,-0.021117825312260585,0.4900410333922851
2020-10,-0.021042087410550248,0.45868745972233804
2020-11,0.09973029322008276,0.6041627877969045
2020-12,0.045187494171651243,0.676650884420857
2021-01,0.002993818523219227,0.681670472895608
2021-02,0.02542554637194816,0.7244278634865513
2021-03,0.014142123209291091,0.7488149347975128
2021-04,0.03232735115359553,0.8053494892973643
2021-05,0.01464163883897629,0.8317827644977867
2021-06,0.01834868096245712,0.8653935620360842
2021-07,0.0047599448108439635,0.8742727324418795
2021-08,0.01656427108065861,0.9053186940611335
2021-09,-0.019161264680291,0.8688103782639218
2021-10,0.036150923373746924,0.9363695990486038
2021-11,-0.023494730986435175,0.8908751162286455
2021-12,0.033112467966163406,0.9534866579427821
2022-01,-0.025808878147836722,0.903069358824512
2022-02,-0.016998630849686336,0.8707197853125048
2022-03,0.015945250705571734,0.900548881289186
2022-04,-0.060257586864726154,0.7860263919842447
2022-05,0.011814784147741397,0.8071279082877079
2022-06,-0.06835085406137009,0.6836091723581057
2022-07,0.05328718529883347,0.7733239662963678
2022-08,-0.037325554104354675,0.7071336666478238
2022-09,-0.08842787667595431,0.5561754613041203
2022-10,0.0421145561282239,0.6217131001145775
2022-11,0.07901435637373533,0.7498517169429859
2022-12,-0.03657329978913659,0.6858538655126947
2023-01,0.06533713552418963,0.7960027279976765
2023-02,-0.0330497194265047,0.7366453417481162
2023-03,0.038754075891488826,0.8039474271188234
2023-04,0.006047603614330432,0.8148569860991293
2023-05,-0.004363666198137883,0.8069375560144341
2023-06,0.04455707170131773,0.887449402257573
2023-07,0.03689842718270664,0.9570933165878173
2023-08,-0.02421175744656845,0.9097086479062928
2023-09,-0.03324743208867709,0.8462157393258689
2023-10,-0.02034079619358886,0.8086622412428455
2023-11,0.06964756524720972,0.934631162699971
2023-12,0.034257268225603044,1.0009063413581942
2024-01,0.005294159300772261,1.0114994582752699
2024-02,0.02938557654529017,1.0706085295772274
2024-03,0.027769007816827562,1.1281072740206475
2024-04,-0.029287721238889564,1.0657798614126777
2024-05,0.034827802262811014,1.1377264339444557
2024-06,0.019637500066740587,1.179706036933713
2024-07,0.009890674852670811,1.2012648006194278
2024-08,0.013076820330976124,1.23005034491803
2024-09,0.01930896756530509,1.2731103146970497
2024-10,-0.02202808874551998,1.2230380389565463
2024-11,0.019947216790617395,1.2673814606534015
2024-12,-0.016463893423284692,1.2300515339352724
