Date,oracle_objective_with_fee
2015-01-05 05:00:00,-0.0008270017089407862
2015-01-06 05:00:00,0.002530036747946607
2015-01-07 05:00:00,0.015624618989937616
2015-01-08 05:00:00,0.017036775092051704
2015-01-09 05:00:00,-0.003299511632290253
2015-01-12 05:00:00,-0.005189184044370515
2015-01-13 05:00:00,0.002729097559152521
2015-01-14 05:00:00,0.005001804587638775
2015-01-15 05:00:00,0.005111007547278895
2015-01-16 05:00:00,0.013163649125955695
2015-01-20 05:00:00,0.002420297205424587
2015-01-21 05:00:00,0.016064659808754607
2015-01-22 05:00:00,0.01910643542848689
2015-01-23 05:00:00,-0.0034868526391438285
2015-01-26 05:00:00,0.00768979189441144
2015-01-27 05:00:00,0.0014469132295495957
2015-01-28 05:00:00,0.0024729270226195917
2015-01-29 05:00:00,0.00768979189441144
2015-01-30 05:00:00,0.018131833678289418
2015-02-02 05:00:00,0.013793101718119871
2015-02-03 05:00:00,0.027777686698978066
2015-02-04 05:00:00,0.0026837715355934096
2015-02-05 05:00:00,0.007775548252370484
2015-02-06 05:00:00,-0.0032177119310694505
2015-02-09 05:00:00,0.009989173036294208
2015-02-10 05:00:00,0.008863282047398396
2015-02-11 05:00:00,0.00384143990161645
2015-02-12 05:00:00,0.015336100639090416
2015-02-13 05:00:00,0.011440196864110463
2015-02-17 05:00:00,-0.0018918535381373617
2015-02-18 05:00:00,0.014026634753515621
2015-02-19 05:00:00,0.002113467386465784
2015-02-20 05:00:00,0.006710066831637107
2015-02-23 05:00:00,0.0
2015-02-24 05:00:00,0.00840655236364452
2015-02-25 05:00:00,0.009126032130437839
2015-02-26 05:00:00,0.004062560055824621
2015-02-27 05:00:00,0.0051296381057899295
2015-03-02 05:00:00,0.0018900250009119598
2015-03-03 05:00:00,0.00014166140060112818
2015-03-04 05:00:00,-0.005455843117485587
2015-03-05 05:00:00,0.0006579110254654238
2015-03-06 05:00:00,-0.001889691480495781
2015-03-09 04:00:00,-0.0012816915254154574
2015-03-10 04:00:00,-0.0036353748587405425
2015-03-11 04:00:00,0.001995491656739956
2015-03-12 04:00:00,0.014833342553924217
2015-03-13 04:00:00,0.0018720078678264862
2015-03-16 04:00:00,0.007360747389365768
2015-03-17 04:00:00,0.005609781034336075
2015-03-18 04:00:00,0.024483793626971062
2015-03-19 04:00:00,-0.008819656327484821
2015-03-20 04:00:00,0.016104485582503
2015-03-23 04:00:00,0.00562125550269022
2015-03-24 04:00:00,-0.0020198217893425633
